"created_date","agency","complaint_type","descriptor","borough","incident_zip","latitude","longitude","location_type","street_name","status","resolution_description"
"2026-03-17T14:39:56.000","DOT","Street Condition","Defective Hardware","BROOKLYN","11223","40.5950486820858","-73.97108210693538","Street","GRAVESEND NECK ROAD","In Progress","This request required re-assignment to a new DOT unit."
"2026-03-17T14:39:49.000","DOT","Street Condition","Pothole","QUEENS","11429",,,,"SPRINGFIELD BOULEVARD","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T14:38:46.000","DSNY","Missed Collection","Recycling - Paper","QUEENS","11432","40.726930916800946","-73.78530391707059","Street","80 ROAD","Closed","The Department of Sanitation collected the requested items."
"2026-03-17T14:37:37.000","DOT","Street Condition","Pothole","QUEENS","11365",,,,"56 AVENUE","Closed","The Department of Transportation inspected this complaint and repaired the problem."
"2026-03-17T14:37:36.000","DOT","Street Condition","Pothole","STATEN ISLAND","10306","40.58031414720818","-74.11367328904547",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T14:37:25.000","DOT","Street Condition","Pothole","QUEENS","11377",,,,"60 STREET","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T14:37:18.000","DOT","Street Condition","Pothole","QUEENS","11365","40.74449330719874","-73.79358020421385",,,"Closed","The Department of Transportation inspected this complaint and repaired the problem."
"2026-03-17T14:37:00.000","DEP","Water System","Hydrant Running (WC3)","BROOKLYN","11229","40.603302071994875","-73.94728521178745",,"BEDFORD AVENUE","Closed","The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T14:36:45.000","DOT","Street Condition","Pothole","QUEENS","11365",,,,"175 PLACE","Closed","The Department of Transportation inspected this complaint and repaired the problem."
"2026-03-17T14:36:33.000","DOT","Street Condition","Pothole","BRONX","10470",,,,"PETERS PLACE","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T14:36:00.000","DEP","Sewer","Sewer Backup (Use Comments) (SA)","QUEENS","11364","40.75505365420521","-73.76421352661342",,"216 STREET","Closed","The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection."
"2026-03-17T14:35:35.000","DSNY","Missed Collection","Bulky Trash","STATEN ISLAND","10306","40.562120838715","-74.10875487473724","Street","WEED AVENUE","Closed","The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request."
"2026-03-17T14:35:33.000","DOT","Street Condition","Cave-in","MANHATTAN","10019","40.760176748749345","-73.98394400857292","Street","7 AVENUE","Closed","The condition was inspected and determined not to be under Department of Transportation's jurisdiction. The Department of Transportation notified the appropriate responsible party of the complaint."
"2026-03-17T14:35:20.000","DOT","Street Condition","Pothole","QUEENS","11419",,,,"118 STREET","Closed","The Department of Transportation inspected this complaint and repaired the problem."
"2026-03-17T14:35:00.000","DEP","Sewer","Catch Basin Sunken/Damaged/Raised (SC1)","BRONX","10466","40.88816801142551","-73.84376743469198",,,"Closed","The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint."
"2026-03-17T14:34:27.000","DPR","Damaged Tree","Branch or Limb Has Fallen Down","BROOKLYN","11210","40.62097639910148","-73.95515643136115","Street","AVENUE L","Closed","NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees."
"2026-03-17T14:34:00.000","DEP","Water System","Hydrant Running (WC3)","BRONX","10465","40.81359406877642","-73.81064864172465",,"CHAFFEE AVENUE","Closed","The Department of Environmental Protection investigated this complaint and shut the running hydrant."
"2026-03-17T14:33:30.000","DOT","Street Condition","Pothole","QUEENS","11365","40.732715197410585","-73.79492287052375",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T14:33:09.000","DOT","Street Condition","Line/Marking - Faded","QUEENS","11354","40.7606935962427","-73.82558454991481","Street","ROOSEVELT AVENUE","In Progress",
"2026-03-17T14:33:00.000","DEP","Sewer","RAIN GARDEN DEBRIS (GIRGD)","QUEENS","11385","40.71180676770816","-73.85977428436219",,"WOODHAVEN BOULEVARD","Open",
"2026-03-17T14:32:11.000","DOT","Street Condition","Pothole","QUEENS","11365","40.732784333813036","-73.79676285820189",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T14:31:54.000","DOT","Sidewalk Condition","Blocked - Construction","BROOKLYN","11204","40.61958155226755","-73.98480271064584","Sidewalk","61 STREET","Closed","The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work."
"2026-03-17T14:30:23.000","DOT","Street Condition","Pothole","QUEENS","11365","40.736528182551254","-73.79832110957723",,,"Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T14:30:15.000","DOT","Street Condition","Pothole","BROOKLYN","11229",,,,"EAST   24 STREET","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T14:30:00.000","DOT","Street Light Condition","Lamppost Damaged","QUEENS","11385","40.71301370863621","-73.90801028725807",,,"Open",
"2026-03-17T14:29:28.000","DOT","Street Condition","Pothole","BROOKLYN","11209",,,,"RIDGE BOULEVARD","Closed","The Department of Transportation inspected this complaint and repaired the problem."
"2026-03-17T14:28:48.000","DPR","Root/Sewer/Sidewalk Condition","Trees and Sidewalks Program","QUEENS","11374","40.713029154464344","-73.8583216337621","Street","ALDERTON STREET","In Progress",
"2026-03-17T14:28:33.000","DOT","Street Condition","Pothole","QUEENS","11413",,,,"ROCKAWAY BOULEVARD","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T14:28:29.000","DOT","Street Condition","Pothole","MANHATTAN","10016","40.749539767683046","-73.97743569452753",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T14:27:50.000","DOT","Street Condition","Pothole","STATEN ISLAND","10309","40.52766701124552","-74.23022888842462",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T14:27:05.000","DOT","Street Condition","Pothole","MANHATTAN","10003","40.73490520308236","-73.9798438056877",,"1 AVENUE","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T14:27:00.000","DEP","Sewer","Street Flooding (SJ)","BROOKLYN","11203","40.65804133879696","-73.9471482477156",,"HAWTHORNE STREET","Closed","The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint."
"2026-03-17T14:26:54.000","DOT","Street Condition","Pothole","MANHATTAN","10065","40.76396347336139","-73.96645305432004",,"EAST   62 STREET","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T14:26:38.000","DOT","Street Condition","Pothole","MANHATTAN","10065","40.768199066372674","-73.96806104560966",,"MADISON AVENUE","Closed","The Department of Transportation inspected this complaint and repaired the problem."
"2026-03-17T14:26:25.000","DOT","Street Condition","Pothole","MANHATTAN","10021","40.769192650040125","-73.95931305627636",,"EAST   72 STREET","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T14:26:14.000","DOT","Street Condition","Pothole","BROOKLYN","11232",,,,"36 STREET","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T14:26:14.000","DOT","Street Condition","Pothole","MANHATTAN","10021","40.7705331621478","-73.96249288691554",,"EAST   72 STREET","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T14:26:01.000","DOT","Street Condition","Pothole","MANHATTAN","10029","40.7874496154171","-73.94976474816164",,"LEXINGTON AVENUE","Closed","The Department of Transportation inspected this complaint and repaired the problem."
