sample_id,created_date,agency,complaint_type,descriptor,borough,incident_zip,latitude,longitude,location_type,street_name,status,resolution_description,request_month,request_hour,feature_text,maintenance_group
REQ-00001,2026-03-23 02:07:00,DOT,Street Condition,Pothole,QUEENS,11432,,,,GRAND CENTRL PARKWAY,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,2,pothole |  | grand centrl parkway | queens | dot | closed,pavement_surface
REQ-00105,2026-03-22 21:55:32,DPR,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,QUEENS,11355,40.7423427900768,-73.81540899668325,Street,58 AVENUE,In Progress,,3,21,trees and sidewalks program | street | 58 avenue | queens | dpr | in progress,water_network
REQ-00106,2026-03-22 21:55:04,DOT,Street Condition,Pothole,QUEENS,11377,,,,NORTHERN BOULEVARD,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,21,pothole |  | northern boulevard | queens | dot | open,pavement_surface
REQ-00107,2026-03-22 21:54:56,DOT,Street Condition,Pothole,QUEENS,11354,,,,NORTHERN BOULEVARD,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,21,pothole |  | northern boulevard | queens | dot | closed,pavement_surface
REQ-00108,2026-03-22 21:54:55,DOT,Street Condition,Pothole,QUEENS,11434,,,,158 STREET,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,21,pothole |  | 158 street | queens | dot | closed,pavement_surface
REQ-00109,2026-03-22 21:54:33,DOT,Street Condition,Cave-in,BROOKLYN,11223,40.605358153344824,-73.96173216462414,Street,AVENUE R,In Progress,,3,21,cave-in | street | avenue r | brooklyn | dot | in progress,pavement_surface
REQ-00110,2026-03-22 21:53:09,DPR,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,QUEENS,11375,40.72152745767019,-73.85218143346839,Street,BURNS STREET,In Progress,,3,21,trees and sidewalks program | street | burns street | queens | dpr | in progress,water_network
REQ-00111,2026-03-22 21:49:03,DOT,Street Condition,Cave-in,BROOKLYN,11210,40.61767830687418,-73.94514507358106,Street,NOSTRAND AVENUE,In Progress,,3,21,cave-in | street | nostrand avenue | brooklyn | dot | in progress,pavement_surface
REQ-00112,2026-03-22 21:48:19,DOT,Street Condition,Line/Marking - Faded,BROOKLYN,11211,40.69853201942728,-73.96022170883907,Crosswalk,KENT AVENUE,In Progress,,3,21,line/marking - faded | crosswalk | kent avenue | brooklyn | dot | in progress,pavement_surface
REQ-00113,2026-03-22 21:45:56,DOT,Street Condition,Failed Street Repair,BROOKLYN,11234,40.60954254952827,-73.91357682531245,Street,EAST 57 PLACE,In Progress,,3,21,failed street repair | street | east 57 place | brooklyn | dot | in progress,pavement_surface
REQ-00114,2026-03-22 21:45:36,DOT,Street Condition,Pothole,QUEENS,11357,,,,150 STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,21,pothole |  | 150 street | queens | dot | open,pavement_surface
REQ-00115,2026-03-22 21:43:00,DOT,Street Light Condition,Street Light Out,BROOKLYN,11234,40.62440818331207,-73.92940439740083,,EAST   48 STREET,Open,,3,21,street light out |  | east   48 street | brooklyn | dot | open,lighting
REQ-00116,2026-03-22 21:42:00,DEP,Water System,Excessive Water In Basement (WEFB),QUEENS,11429,40.71191172540974,-73.75003148019108,,BELLAIRE PLACE,Open,,3,21,excessive water in basement (wefb) |  | bellaire place | queens | dep | open,water_network
REQ-00117,2026-03-22 21:42:00,DOT,Street Light Condition,Street Light Out,QUEENS,11413,40.6614662429789,-73.744183172168,,BROOKVILLE PARK,Open,,3,21,street light out |  | brookville park | queens | dot | open,lighting
REQ-00118,2026-03-22 21:39:15,DSNY,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,BROOKLYN,11212,40.67193226935725,-73.9074360846706,Street,MOTHER GASTON BOULEVARD,In Progress,,3,21,recycling - paper/metal/glass/rigid plastic | street | mother gaston boulevard | brooklyn | dsny | in progress,sanitation
REQ-00119,2026-03-22 21:37:06,DOT,Street Condition,Pothole,BROOKLYN,11236,,,,EAST   89 STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,21,pothole |  | east   89 street | brooklyn | dot | open,pavement_surface
REQ-00120,2026-03-22 21:36:01,DPR,Damaged Tree,Entire Tree Has Fallen Down,QUEENS,11412,40.70428175000032,-73.76059525453849,Street,196 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",3,21,entire tree has fallen down | street | 196 street | queens | dpr | in progress,urban_forestry
REQ-00121,2026-03-22 21:35:47,DOT,Street Condition,Pothole,QUEENS,11415,40.71219860239744,-73.83257218619315,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,21,pothole |  |  | queens | dot | closed,pavement_surface
REQ-00122,2026-03-22 21:31:16,DOT,Street Condition,Pothole,BROOKLYN,11209,,,,OVINGTON AVENUE,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,21,pothole |  | ovington avenue | brooklyn | dot | open,pavement_surface
REQ-00123,2026-03-22 21:30:23,DOT,Street Condition,Pothole,BRONX,10461,,,,WESTCHESTER AVENUE,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,21,pothole |  | westchester avenue | bronx | dot | open,pavement_surface
REQ-00124,2026-03-22 21:30:23,DOT,Street Condition,Pothole,BROOKLYN,11215,,,,16 STREET,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,21,pothole |  | 16 street | brooklyn | dot | closed,pavement_surface
REQ-00125,2026-03-22 21:30:03,DOT,Street Condition,Pothole,BROOKLYN,11209,,,,74 STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,21,pothole |  | 74 street | brooklyn | dot | open,pavement_surface
REQ-00126,2026-03-22 21:29:16,DOT,Street Condition,Pothole,BROOKLYN,11209,40.6341088542003,-74.03259535655707,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,21,pothole |  |  | brooklyn | dot | open,pavement_surface
REQ-00127,2026-03-22 21:29:00,DEP,Water System,Leak (Use Comments) (WA2),MANHATTAN,10009,40.72713733342097,-73.97866275717689,,EAST   11 STREET,Open,,3,21,leak (use comments) (wa2) |  | east   11 street | manhattan | dep | open,water_network
REQ-00128,2026-03-22 21:27:26,DOT,Street Condition,Pothole,BROOKLYN,11220,,,,68 STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,21,pothole |  | 68 street | brooklyn | dot | open,pavement_surface
REQ-00129,2026-03-22 21:26:59,DOT,Street Condition,Pothole,QUEENS,11414,,,,78 STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,21,pothole |  | 78 street | queens | dot | open,pavement_surface
REQ-00130,2026-03-22 21:25:35,DPR,Damaged Tree,Tree Alive - in Poor Condition,QUEENS,11417,40.675850323457986,-73.84083992296223,Street,96 STREET,In Progress,,3,21,tree alive - in poor condition | street | 96 street | queens | dpr | in progress,urban_forestry
REQ-00131,2026-03-22 21:22:28,DOT,Street Condition,Pothole,MANHATTAN,10033,,,,BROADWAY,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,21,pothole |  | broadway | manhattan | dot | open,pavement_surface
REQ-00132,2026-03-22 21:22:07,DOT,Street Condition,Pothole,BROOKLYN,11201,,,,FULTON STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,21,pothole |  | fulton street | brooklyn | dot | open,pavement_surface
REQ-00133,2026-03-22 21:21:36,DOT,Street Condition,Pothole,STATEN ISLAND,10306,40.56749969598334,-74.10386858208278,,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,21,pothole |  |  | staten island | dot | closed,pavement_surface
REQ-00134,2026-03-22 21:13:26,DOT,Street Condition,Defective Hardware,QUEENS,11423,40.71120535270008,-73.77204448073554,Street,187 PLACE,In Progress,,3,21,defective hardware | street | 187 place | queens | dot | in progress,pavement_surface
REQ-00135,2026-03-22 21:12:54,DOT,Street Condition,Pothole,MANHATTAN,10012,,,,MINETTA LANE,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,21,pothole |  | minetta lane | manhattan | dot | closed,pavement_surface
REQ-00136,2026-03-22 21:12:47,DOT,Street Condition,Pothole,STATEN ISLAND,10309,,,,ENGLEWOOD AVENUE,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,3,21,pothole |  | englewood avenue | staten island | dot | closed,pavement_surface
REQ-00137,2026-03-22 21:12:46,DOT,Street Condition,Plate Condition - Noisy,MANHATTAN,10021,40.77169580618168,-73.9591815548924,Street,EAST 75 STREET,In Progress,,3,21,plate condition - noisy | street | east 75 street | manhattan | dot | in progress,pavement_surface
REQ-00138,2026-03-22 21:11:05,DOT,Street Condition,Pothole,MANHATTAN,10012,,,,MINETTA LANE,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,21,pothole |  | minetta lane | manhattan | dot | open,pavement_surface
REQ-00139,2026-03-22 21:09:18,DOT,Street Condition,Pothole,STATEN ISLAND,10309,,,,ENGLEWOOD AVENUE,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,21,pothole |  | englewood avenue | staten island | dot | open,pavement_surface
REQ-00140,2026-03-22 21:07:32,DSNY,Missed Collection,Trash,MANHATTAN,10027,40.81006343151152,-73.94382331669942,Street,LENOX AVENUE,In Progress,,3,21,trash | street | lenox avenue | manhattan | dsny | in progress,sanitation
REQ-00141,2026-03-22 21:06:00,DEP,Sewer,Street Flooding (SJ),BROOKLYN,11215,40.66975455720585,-73.97526374815358,,2 STREET,Open,,3,21,street flooding (sj) |  | 2 street | brooklyn | dep | open,water_network
REQ-00142,2026-03-22 21:04:21,DOT,Street Condition,Cave-in,BRONX,10470,40.89827323004549,-73.86732068872747,Street,KATONAH AVENUE,In Progress,,3,21,cave-in | street | katonah avenue | bronx | dot | in progress,pavement_surface
REQ-00143,2026-03-22 21:01:08,DOT,Street Condition,Pothole,BROOKLYN,11237,,,,HALSEY STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,21,pothole |  | halsey street | brooklyn | dot | open,pavement_surface
REQ-00144,2026-03-22 20:59:43,DOT,Street Condition,"Rough, Pitted or Cracked Roads",BROOKLYN,11215,40.66587598813528,-73.99489227189268,Street,17 STREET,In Progress,,3,20,"rough, pitted or cracked roads | street | 17 street | brooklyn | dot | in progress",pavement_surface
REQ-00145,2026-03-22 20:57:56,DOT,Street Condition,Pothole,QUEENS,11375,,,,COLONIAL AVENUE,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,20,pothole |  | colonial avenue | queens | dot | open,pavement_surface
REQ-00146,2026-03-22 20:51:24,DPR,Damaged Tree,Tree Trunk Split,BROOKLYN,11220,40.638623053690246,-74.02560387650222,Street,WAKEMAN PLACE,In Progress,,3,20,tree trunk split | street | wakeman place | brooklyn | dpr | in progress,urban_forestry
REQ-00147,2026-03-22 20:49:00,DEP,Water System,Hydrant Knocked Over/Missing (WC),STATEN ISLAND,10310,40.628923623211975,-74.11730465770312,,FOREST AVENUE,Open,,3,20,hydrant knocked over/missing (wc) |  | forest avenue | staten island | dep | open,water_network
REQ-00148,2026-03-22 20:48:22,DOT,Street Condition,Pothole,MANHATTAN,10010,,,,1 AVENUE,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,20,pothole |  | 1 avenue | manhattan | dot | open,pavement_surface
REQ-00149,2026-03-22 20:47:00,DEP,Water System,Hydrant Running (WC3),MANHATTAN,10027,40.81232188434865,-73.95533818495953,,WEST  125 STREET,Open,,3,20,hydrant running (wc3) |  | west  125 street | manhattan | dep | open,water_network
REQ-00150,2026-03-22 20:47:00,DEP,Sewer,Sewer Backup (Use Comments) (SA),BROOKLYN,11233,40.67170765883183,-73.91896133821643,,PARK PLACE,Open,,3,20,sewer backup (use comments) (sa) |  | park place | brooklyn | dep | open,water_network
REQ-00151,2026-03-22 20:43:34,DOT,Street Condition,"Rough, Pitted or Cracked Roads",BROOKLYN,11205,40.69620766485902,-73.9615862570746,Street,CLASSON AVENUE,In Progress,,3,20,"rough, pitted or cracked roads | street | classon avenue | brooklyn | dot | in progress",pavement_surface
REQ-00152,2026-03-22 20:43:07,DOT,Street Condition,Pothole,QUEENS,11102,,,,ASTORIA BOULEVARD,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,20,pothole |  | astoria boulevard | queens | dot | open,pavement_surface
REQ-00153,2026-03-22 20:41:59,DOT,Street Condition,Pothole,QUEENS,11355,,,,SANFORD AVENUE,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,20,pothole |  | sanford avenue | queens | dot | open,pavement_surface
REQ-00154,2026-03-22 20:40:25,DOT,Street Condition,Pothole,STATEN ISLAND,10314,40.60856402350287,-74.14719748662404,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,20,pothole |  |  | staten island | dot | open,pavement_surface
REQ-00155,2026-03-22 20:39:58,DOT,Sidewalk Condition,Broken Sidewalk,MANHATTAN,10014,40.73248055318934,-74.00343862407112,Sidewalk,7 AVENUE SOUTH,In Progress,,3,20,broken sidewalk | sidewalk | 7 avenue south | manhattan | dot | in progress,pedestrian_infrastructure
REQ-00156,2026-03-22 20:39:37,DOT,Street Condition,Pothole,BROOKLYN,11204,,,,47 STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,20,pothole |  | 47 street | brooklyn | dot | open,pavement_surface
REQ-00157,2026-03-22 20:39:36,DOT,Street Condition,Cave-in,STATEN ISLAND,10314,40.57608105616847,-74.16978283322386,Street,RICHMOND AVENUE,In Progress,,3,20,cave-in | street | richmond avenue | staten island | dot | in progress,pavement_surface
REQ-00158,2026-03-22 20:36:26,DOT,Street Condition,Pothole,QUEENS,11418,40.702893153923114,-73.83784678805891,,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,20,pothole |  |  | queens | dot | open,pavement_surface
REQ-00159,2026-03-22 20:36:07,DOT,Street Condition,Pothole,BROOKLYN,11223,,,,VAN SICKLEN STREET,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,3,20,pothole |  | van sicklen street | brooklyn | dot | open,pavement_surface
